index,location,description,secs,category,CDNumber,CDName,tracknum,isCrowd,bitRate,isStereo,duration
565,07052069.wav,"Public House, atmosphere in a moderately busy London pub, fruit machine win at 3m58s.",272,Crowds: Interior,ECD048,Crowds,1,1,44100,2,279.68666666666667
566,07052070.wav,"Public House, animated chatter in large crowded pub.",268,Crowds: Interior,ECD048,Crowds,2,1,44100,2,272.06666666666666
567,07052071.wav,"Public House, close perspective lively chatter in busy pub near closing time.",270,Crowds: Interior,ECD048,Crowds,3,1,44100,2,275.14666666666665
568,07052072.wav,"Quiet Restaurant, subdued conversation in small restaurant (indistinct speech.)",280,Restaurants,ECD048,Crowds,4,1,44100,2,285.37333333333333
569,07052073.wav,"Small Restaurant, atmosphere in moderately busy London West End Italian restaurant (slight vent hum.)",285,Restaurants,ECD048,Crowds,5,1,44100,2,288.84
570,07052074.wav,"Busy Restaurant, international chatter, crockery, cutlery and waiters' passing footsteps.",280,Crockery,ECD048,Crowds,6,1,44100,2,283.9066666666667
571,07052075.wav,"Hotal Dining Room, large busy dining room, with distant traffic.",275,Hotels,ECD048,Crowds,7,1,44100,2,278.84
572,07052076.wav,"Cocktail Party, atmosphere at a small cocktail party.",270,Parties: Cocktail Parties,ECD048,Crowds,8,1,44100,2,275.44
573,07052077.wav,"Cocktail Party, close perspective animtaed chatter at lively party.",225,Parties: Cocktail Parties,ECD048,Crowds,9,1,44100,2,257.9066666666667
574,07052078.wav,"Accounts Office, atmosphere with adding machines, computers and telephones ringing at 3'54 and 4'46",308,Computers,ECD048,Crowds,10,1,44100,2,312.84
575,07052079.wav,"Library, quiet atmosphere in galleried reference library, with footsteps and distant traffic.",302,Libraries,ECD048,Crowds,11,1,44100,2,306.1066666666667
576,07052080.wav,"Crowd, exterior, expectant crowd in large open courtyard, with footsteps, occasional close voices and distant traffic.",325,Crowds: Exterior,ECD048,Crowds,12,1,44100,2,329.06666666666666
577,07052081.wav,"Crowd, exterior, general cheerful hubbub of large crowd in open field, with some close voices.",311,Crowds: Exterior,ECD048,Crowds,13,1,44100,2,316.7733333333333
578,07052082.wav,"FA Cup Final, general atmosphere of game without highlights. (1989 FA Cup Final, Liverpool v Everton.)",303,Crowds: Exterior,ECD048,Crowds,14,1,44100,2,307.14666666666665
579,07052083.wav,"FA Cup Fuinal, near miss and applause. (1989 FA Cup Final, Liverpool v Everton.)",32,Crowds: Exterior,ECD048,Crowds,15,1,44100,2,37.0
580,07052084.wav,"FA Cup Final, roar, applause, big roar, applause. (1989 FA Cup Final, Liverpool v Everton.)",32,Crowds: Exterior,ECD048,Crowds,16,1,44100,2,36.77333333333333
581,07052085.wav,"FA Cup Final, boos and whistles. (1989 FA Cup Final, Liverpool v Everton.)",20,Boos,ECD048,Crowds,17,1,44100,2,25.213333333333335
582,07052086.wav,"FA Cup Final, reaction to goal scored and boos from oposition. (1989 FA Cup Final, Liverpool v Everton.)",62,Boos,ECD048,Crowds,18,1,44100,2,67.33333333333333
583,07052087.wav,"FA Cup Final, reaction to goal scored, singing and chanting. (1989 FA Cup Final, Liverpool v Everton.)",93,Crowds: Exterior,ECD048,Crowds,19,1,44100,2,93.19333333333333
584,07053004.wav,"Village atmos. Santana (small village near Cartagena) small but busy crowd with noisy children,also wind in trees",191,Atmospheres: Villages,ECD058,Rural South America,4,1,44100,2,198.2
585,07053081.wav,"Crowd atmosphere in a busy museum - 1974 (1Cl8,reprocessed)",299,Crowds: Interior,ECD089,Interiors - Various 2,15,1,44100,2,304.6
586,07053084.wav,"Conversation at a cocktail party - 1972 (1C5,reprocessed)",243,Parties: Crowds,ECD089,Interiors - Various 2,18,1,44100,2,248.10666666666665
587,07053104.wav,"Crowded beach with children playing, seawash and small dog barking from 2'22 - 1979 (1S7, reprocessed)",307,Children: Playing,ECD077,Water 2 - Sea,16,1,44100,2,307.2
588,07054111.wav,"Inuit crowd in town square - Kummuit, East Greenland",267,Crowds: Exterior: Greenland,ECD065,Greenland,5,1,44100,2,271.44
589,07054118.wav,"Drunken crowds, night time - Ammassalik",247,Crowds: Exterior: Greenland,ECD065,Greenland,12,1,44100,2,251.90666666666667
590,07054130.wav,"Mumbai: Large, noisy crowd at Gateway of India, with hawkers in covered enclosure, slight echo.",243,Crowds: Exterior: India,ECD053,India and Nepal - City Life,3,1,44100,2,251.04
591,07054131.wav,"Benares: Crowd near temple, with chanting, handclaps, bells & speech.",182,Crowds: Exterior: India,ECD053,India and Nepal - City Life,4,1,44100,2,188.81333333333333
592,07054132.wav,"Calcutta: Market with chickens, speech, bells & man sweeping.",268,India: Street Sounds And Crowds,ECD053,India and Nepal - City Life,5,1,44100,2,275.64
593,07054135.wav,"Mumbai: Churchgate Station, crowd atmosphere at rush hour, with noisy footsteps, trains, whistles & indistinct speech.",284,Trains: India,ECD053,India and Nepal - City Life,8,1,44100,2,292.1066666666667
594,07054147.wav,"Crowd in Karl Johans Gate, Oslo - during National Day celebrations",186,Norway,ECD067,Scandinavia 1,4,1,44100,2,191.14666666666668
595,07055001.wav,Turnstiles during quiet period.,123,Football,ECD136,Football & Rugby Crowds,1,1,44100,2,128.90666666666667
596,07055002.wav,Turnstiles during busy period.,190,Football,ECD136,Football & Rugby Crowds,2,1,44100,2,195.09333333333333
597,07055003.wav,Soccer crowd - Crystal Palace with good roars at end.,248,Crowds: Exterior,ECD136,Football & Rugby Crowds,3,1,44100,2,252.48
598,07055004.wav,German football crowd - chanting and lots of horns.,261,Crowds: Chanting,ECD136,Football & Rugby Crowds,4,1,44100,2,265.37333333333333
599,07055005.wav,"Crowd of 20,000 before match.",67,Crowds: Exterior,ECD136,Football & Rugby Crowds,5,1,44100,2,71.02666666666667
600,07055006.wav,Half-time whistle and crowd reaction.,187,Crowds: Reaction: Exterior,ECD136,Football & Rugby Crowds,6,1,44100,2,191.14666666666668
601,07055007.wav,Final whistle and crowd disperse.,300,Whistles,ECD136,Football & Rugby Crowds,7,1,44100,2,304.4266666666667
602,07055008.wav,"Near miss, applause.",11,Applause: Exterior,ECD136,Football & Rugby Crowds,8,1,44100,2,15.666666666666666
603,07055009.wav,Whistle for throw in.,7,Whistles,ECD136,Football & Rugby Crowds,9,1,44100,2,9.76
604,07055010.wav,Goal scored.,33,Crowds: Exterior,ECD136,Football & Rugby Crowds,10,1,44100,2,38.093333333333334
605,07055011.wav,Goal scored.,33,Crowds: Exterior,ECD136,Football & Rugby Crowds,11,1,44100,2,37.413333333333334
606,07055012.wav,"Whistle, angry crowd.",26,Whistles,ECD136,Football & Rugby Crowds,12,1,44100,2,29.573333333333334
607,07055013.wav,Half time whistle.,26,Whistles,ECD136,Football & Rugby Crowds,13,1,44100,2,30.613333333333333
608,07055014.wav,General match atmosphere.,311,Crowds: Exterior,ECD136,Football & Rugby Crowds,14,1,44100,2,315.17333333333335
609,07055015.wav,Small enthusiastic crowd.,285,Crowds: Exterior,ECD136,Football & Rugby Crowds,15,1,44100,2,290.25333333333333
610,07055016.wav,Footsteps and conversation in crowd.,121,Crowds: Exterior,ECD136,Football & Rugby Crowds,16,1,44100,2,124.37333333333333
611,07055017.wav,End of match - cheers and dispersal of crowd.,99,Crowds: Exterior,ECD136,Football & Rugby Crowds,17,1,44100,2,103.4
612,07055018.wav,"FA Cup Final Wembley 1966, general atmosphere with highlights.",315,Football,ECD136,Football & Rugby Crowds,18,1,44100,2,319.50666666666666
613,07055019.wav,"FA Cup Final Wembley 1966, general atmosphere with flat background (use at low level).",265,Football,ECD136,Football & Rugby Crowds,19,1,44100,2,269.0933333333333
614,07055020.wav,"Rugby footbal, Twickenham.",341,Sports: Rugby,ECD136,Football & Rugby Crowds,20,1,44100,2,346.5466666666667
615,07055021.wav,General atmosphere during match.,250,Crowds: Exterior,ECD136,Football & Rugby Crowds,21,1,44100,2,254.49333333333334
616,07055022.wav,Try - applause.,18,Applause: Exterior,ECD136,Football & Rugby Crowds,22,1,44100,2,22.106666666666666
617,07055023.wav,Applause for goal kick.,13,Applause: Exterior,ECD136,Football & Rugby Crowds,23,1,44100,2,17.546666666666667
618,07055024.wav,Goal kick - applause.,13,Applause: Exterior,ECD136,Football & Rugby Crowds,24,1,44100,2,18.373333333333335
619,07055025.wav,Shouts and applause.,22,Applause: Exterior,ECD136,Football & Rugby Crowds,25,1,44100,2,26.8
620,07055026.wav,Mild applause.,13,Applause: Exterior,ECD136,Football & Rugby Crowds,26,1,44100,2,18.44
622,07055028.wav,"People in stand before match, Middlesex V Gloucester.",179,Sports: Rugby,ECD136,Football & Rugby Crowds,28,1,44100,2,183.02666666666667
623,07055029.wav,"Crowd entering ground, Middlesex V Gloucester.",170,Sports: Rugby,ECD136,Football & Rugby Crowds,29,1,44100,2,171.70666666666668
624,07055119.wav,"Factory atmosphere, lunch break chatter.",152,Crowds: Interior,ECD130,Textiles,6,1,44100,2,155.77333333333334
625,07056059.wav,"Large supermarket, crowded, with the sound of tills.",270,Shops: Supermarkets,ECD139,Urban South West Africa,3,1,44100,2,274.41333333333336
626,07056068.wav,Cape Town (the Waterfront developmet) - noisy pedestrians enjoying themselves (daytime).,262,Crowds: Exterior,ECD139,Urban South West Africa,12,1,44100,2,266.9066666666667
627,07056109.wav,Cellar wine bar - crowded at lunchtime.,252,Public Houses: Crowds,ECD106,Eating Places & Food Shops,10,1,44100,2,256.0
628,07057013.wav,"Royal Festival Hall - closing applause - 1973 (1C10,reprocessed)",73,Crowds: Interior: Applause,ECD086,Interiors - Concert Halls,13,1,44100,2,78.96
629,07057014.wav,"Applause, at 0'14"" atmosphere, settling down, score rustles, at 0'25"" quartet tuning up, quiet - 1972 (1C10,reprocessed)",62,Crowds: Interior: Applause,ECD086,Interiors - Concert Halls,14,1,44100,2,67.57333333333334
630,07057015.wav,"Closing applause, applause swells from time to time, 'encore', at 4'53"" atmosphere - 1972 (1C10,reprocessed)",305,Crowds: Interior: Applause,ECD086,Interiors - Concert Halls,15,1,44100,2,310.73333333333335
631,07057016.wav,"Applause, at 1'00"" atmosphere - 1972 (1C11,reprocessed)",140,Crowds: Interior: Applause,ECD086,Interiors - Concert Halls,16,1,44100,2,146.62666666666667
632,07057017.wav,"Full orchestra tuning, at 3'04"" applause for conductor - 1972 (1C11,reprocessed)",203,Crowds: Interior: Applause,ECD086,Interiors - Concert Halls,17,1,44100,2,207.8
633,07057018.wav,"Applause, at 0'26"" quiet - 1972 (1C11,reprocessed)",33,Crowds: Interior: Applause,ECD086,Interiors - Concert Halls,18,1,44100,2,39.46666666666667
634,07057019.wav,"Atmosphere, at 1'00"" applause, at 1'22"" atmosphere, at 1'30"" violin tuning to piano - 1972 (1C11,reprocessed)",116,Crowds: Interior: Applause,ECD086,Interiors - Concert Halls,19,1,44100,2,120.57333333333334
635,07057020.wav,"Applause, at 0'19"" quiet - 1972 (1C11,reprocessed)",26,Crowds: Interior: Applause,ECD086,Interiors - Concert Halls,20,1,44100,2,31.96
636,07057024.wav,"Laughter and applause at LE show - 1981 (1C15,reprocessed)",9,Crowds: Interior: Applause,ECD086,Interiors - Concert Halls,24,1,44100,2,15.066666666666666
637,07057025.wav,"Laughter and applause at LE show - 1981 (1C15,reprocessed)",23,Crowds: Interior: Applause,ECD086,Interiors - Concert Halls,25,1,44100,2,28.933333333333334
639,07057027.wav,"Applause at LE show - 1981 (1C15,reprocessed)",26,Crowds: Interior: Applause,ECD086,Interiors - Concert Halls,27,1,44100,2,26.44
640,07057028.wav,"Noisy crowd, some footsteps - distant band plays National Anthem at 1'05.,mid-distant perspective (rec. Silver Jubilee - June 1977) (2C8, reprocessed)",113,Crowds: Exterior,ECD080,Exterior Crowds 2,1,1,44100,2,118.72
641,07057029.wav,"Subdued crowds as horseguards pass - mid-distant perspective (rec. Silver Jubilee - June 1977) (2C8,reprocessed)",72,Crowds: Exterior,ECD080,Exterior Crowds 2,2,1,44100,2,77.44
642,07057030.wav,"Large subdued crowd - mid-distant perspective (rec. Silver Jubilee - June 1977) (2C8,reprocessed)",172,Crowds: Exterior,ECD080,Exterior Crowds 2,3,1,44100,2,177.76
643,07057031.wav,"Subdued crowd - close perspective (rec. Silver Jubilee - June 1977) (2C8,reprocessed)",210,Crowds: Exterior,ECD080,Exterior Crowds 2,4,1,44100,2,215.64
644,07057032.wav,"Two cheers - mid-distant perspective (rec. Silver Jubilee - June 1977) (2C8,reprocessed)",8,Crowds: Exterior: Cheering,ECD080,Exterior Crowds 2,5,1,44100,2,14.026666666666667
645,07057033.wav,"Cheers, whistles and applause - mid-distant perspective (rec. Silver Jubilee - June 1977) (2C8,reprocessed)",75,Crowds: Exterior: Cheering,ECD080,Exterior Crowds 2,6,1,44100,2,80.6
646,07057034.wav,"Cheer and applause - mid-distant perspective (rec. Silver Jubilee - June 1977) (2C8,reprocessed)",19,Crowds: Exterior: Cheering,ECD080,Exterior Crowds 2,7,1,44100,2,23.533333333333335
647,07057035.wav,"Chant of ""We want the Queen"" (rec. Silver Jubilee - June 1977) (2C8,reprocessed)",18,London: Buckingham Palace,ECD080,Exterior Crowds 2,8,1,44100,2,23.506666666666668
648,07057036.wav,"Large crowd outside St Paul's Cathedral at wedding of HRH Prince of Wales - mid-distant perspective - July 1981 (2C9,reprocessed)",357,Weddings,ECD080,Exterior Crowds 2,9,1,44100,2,362.49333333333334
649,07057037.wav,"Crowds outside St.Paul's Cathedral at the wedding of The Prince of Wales - orders shouted, carriage procession arrives, cheers - July 1981 (2C1,reprocessed)",52,Crowds: Exterior: Cheering,ECD080,Exterior Crowds 2,10,1,44100,2,57.53333333333333
650,07057038.wav,"Orders shouted, carriage procession arrives, cheers - July 1981 (2C9, reprocessed)",102,Crowds: Exterior: Cheering,ECD080,Exterior Crowds 2,11,1,44100,2,107.57333333333334
651,07057039.wav,"Orders shouted, small cheer - July 1981 (2C9,reprocessed)",33,Crowds: Exterior: Cheering,ECD080,Exterior Crowds 2,12,1,44100,2,38.96
652,07057040.wav,"Build up of cheering and whistling - July 1981 (2C9,reprocessed)",60,Crowds: Exterior: Cheering,ECD080,Exterior Crowds 2,13,1,44100,2,65.8
653,07057041.wav,"Large cheer with whistles - July 1981 (2C9,reprocessed)",45,Crowds: Exterior: Cheering,ECD080,Exterior Crowds 2,14,1,44100,2,50.70666666666666
654,07057042.wav,"Large cheer with whistles - July 1981 (2C9, reprocessed)",28,Crowds: Exterior: Cheering,ECD080,Exterior Crowds 2,15,1,44100,2,33.733333333333334
655,07057044.wav,"Applause of mixed outdoor crowd with atmosphere at Henley Regatta - 1975 (2C7, reprocessed)",26,Crowds: Exterior,ECD080,Exterior Crowds 2,17,1,44100,2,31.466666666666665
656,07057045.wav,"Mixed excited chatter with laughter and occasional distinct speech, constant background  - 1967 (40C, reprocessed)",240,Crowds: Exterior: Chatter,ECD080,Exterior Crowds 2,18,1,44100,2,245.62666666666667
657,07057046.wav,"Girls screaming in street, with much movement (running feet) and general excitement - 1966 (63C, reprocessed)",217,Girls,ECD080,Exterior Crowds 2,19,1,44100,2,222.93333333333334
658,07057047.wav,"Girls screaming in street, with traffic and horns - 1966 (63C, processed)",92,Girls,ECD080,Exterior Crowds 2,20,1,44100,2,96.93333333333334
659,07057048.wav,"Large crowd cheers continuously  - 1966 (94A, reprocessed)",151,Crowds: Exterior: Cheering,ECD080,Exterior Crowds 2,21,1,44100,2,156.90666666666667
660,07057049.wav,"Berwick Street Market, London -  with footsteps, chatter, coins and tills - 1972 (2C1, reprocessed)",249,London,ECD080,Exterior Crowds 2,22,1,44100,2,253.8
661,07057050.wav,"Berwick Street Market, London - atmosphere with speech, coins and footsteps - 1981 (2C2, reprocessed)",362,London,ECD080,Exterior Crowds 2,23,1,44100,2,367.6
662,07057051.wav,"Covent Garden Market, London - lorries arriving, voices and movement (1M1, reprocessed)",287,London,ECD080,Exterior Crowds 2,24,1,44100,2,292.96
663,07057052.wav,"London street market - 1976 (1M3, reprocessed)",362,London,ECD080,Exterior Crowds 2,25,1,44100,2,367.3066666666667
664,07057053.wav,"Aylesbury market, Buckinghamshire - atmosphere with speech, traffic and footsteps - 1981 (2C2, reprocessed)",362,Markets,ECD080,Exterior Crowds 2,26,1,44100,2,367.02666666666664
665,07057054.wav,"Devon market - 1976 (1M3, reprocessed)",361,Markets: Devon,ECD080,Exterior Crowds 2,27,1,44100,2,361.7733333333333
666,07057083.wav,Audience in auditorium of provincial theatre (before perfomance),153,Crowds: Interior,ECD112,Theatre,29,1,44100,2,157.6
667,07057084.wav,Applause (short burst),11,Crowds: Interior: Applause,ECD112,Theatre,30,1,44100,2,15.933333333333334
668,07057085.wav,Applause (longer burst),23,Crowds: Interior: Applause,ECD112,Theatre,31,1,44100,2,28.0
669,07057086.wav,Audience gathering in foyer.,101,Crowds: Interior: Halls,ECD112,Theatre,32,1,44100,2,110.29333333333334
670,07057087.wav,Cinema audience during interval.,249,Crowds: Interior: Halls,ECD112,Theatre,33,1,44100,2,251.26666666666668
671,07058130.wav,Outdoor classical concert - crowd presence before performance (2 bursts of applause for performers),96,Applause: Exterior,ECD069,Bits & Pieces,9,1,44100,2,100.93333333333334
672,07058137.wav,Small crowd laughing at puppet show (Denmark),12,Crowds: Exterior,ECD069,Bits & Pieces,16,1,44100,2,17.066666666666666
673,07058138.wav,Close crowds at running event,127,Crowds: Exterior,ECD069,Bits & Pieces,17,1,44100,2,131.13333333333333
674,07058139.wav,"Riot in Belfast - with breaking glass, rubber bullets, distant cries and chants",103,Crowds: Exterior: Rioting,ECD069,Bits & Pieces,18,1,44100,2,107.46666666666667
675,07058140.wav,Riot in Belfast - more subdued,150,Crowds: Exterior: Rioting,ECD069,Bits & Pieces,19,1,44100,2,154.53333333333333
676,07058141.wav,"Nazi Germany - large German crowd cheering (500T, reprocessed)",58,Crowds: Exterior: Cheering,ECD069,Bits & Pieces,20,1,44100,2,62.77333333333333
677,07058142.wav,"Nazi Germany - large German crowd cheering and shouting 'Sieg Heil' (500T, reprocessed)",174,Crowds: Exterior: Cheering,ECD069,Bits & Pieces,21,1,44100,2,179.26666666666668
678,07058143.wav,"Nazi Germany - large German crowd shouting 'Sieg Heil' (500T, reprocessed)",68,Crowds: Exterior: Cheering,ECD069,Bits & Pieces,22,1,44100,2,73.89333333333333
679,07058144.wav,"Nazi Germany - large German crowd cheering (500T, reprocessed)",55,Crowds: Exterior: Cheering,ECD069,Bits & Pieces,23,1,44100,2,59.53333333333333
680,07058145.wav,"Nazi Germany - large German crowd cheering and shouting slogans (500T, reprocessed)",64,Crowds: Exterior: Cheering,ECD069,Bits & Pieces,24,1,44100,2,69.64
681,07060001.wav,"Atmosphere before ships launch, close perspective - occas. hammering in background - 1985 (3S23)",135,Crowds: Exterior,ECD079,Exterior Crowds 1,1,1,44100,2,203.22666666666666
682,07060003.wav,"Large restless crowd builds up - occasional vendors shouting wares (recorded at outdoor sports meeting, suitable for general purpose use) - 1975 (257, reprocessed)",301,Crowds: Exterior,ECD079,Exterior Crowds 1,3,1,44100,2,307.4533333333333
683,07060004.wav,"Large expectant crowd with birdsong - wide perspective - 1977 (2C4,reprocessed)",270,Birds,ECD079,Exterior Crowds 1,4,1,44100,2,294.6533333333333
684,07060005.wav,"Expectant crowd background with birdsong, footsteps on pavement and speech - 1977 (2C4, reprocessed)",288,Birds,ECD079,Exterior Crowds 1,5,1,44100,2,294.28
685,07060006.wav,"Large moving crowd with footsteps and voices - 1982 (2C10, reprocessed)",302,Crowds: Exterior,ECD079,Exterior Crowds 1,6,1,44100,2,306.52
686,07060007.wav,"Crowds in Paternoster Square, London, with footsteps and speech - 1972 (2C1,reprocessed)",203,Crowds: Exterior,ECD079,Exterior Crowds 1,7,1,44100,2,208.52
687,07060008.wav,"Mixed outdoor crowd at fete, with children and adults - distant birdsong and traffic - 1975 (2C7, reprocessed)",304,Children: Playing,ECD079,Exterior Crowds 1,8,1,44100,2,309.58666666666664
688,07060009.wav,Mixed crowd with children at London Zoo (no animal sounds) - 1974 (2C3),241,Children: Playing,ECD079,Exterior Crowds 1,9,1,44100,2,246.92
689,07060010.wav,"Crowd with children at London Zoo, with sea lions at feeding time - 1974 (2C3, reprocessed)",241,Children: Playing,ECD079,Exterior Crowds 1,10,1,44100,2,247.45333333333335
690,07060011.wav,"Mixed general chatter - close perspective - 1966 (40A, reprocessed)",181,Crowds: Exterior: Chatter,ECD079,Exterior Crowds 1,11,1,44100,2,187.25333333333333
691,07060012.wav,"Mixed cheerful chatter and laughter - 1966 (40A, reprocessed)",181,Crowds: Exterior: Chatter,ECD079,Exterior Crowds 1,12,1,44100,2,187.02666666666667
692,07060013.wav,"Mixed chatter and footsteps on gravel - 1966 (40A, reprocessed)",180,Crowds: Exterior: Chatter,ECD079,Exterior Crowds 1,13,1,44100,2,187.14666666666668
693,07060014.wav,"Mixed chatter and footsteps on gravel, animated ,1966 (40A,reprocessed)",147,Crowds: Exterior: Chatter,ECD079,Exterior Crowds 1,14,1,44100,2,153.49333333333334
694,07060015.wav,"Group of 16-19 year old boys talking, occasional pauses, and footsteps on gravel - 1968 (40E, reprocessed)",175,Boys,ECD079,Exterior Crowds 1,15,1,44100,2,180.34666666666666
695,07060016.wav,"Group of 16-19 year old boys talking, occasional laughter - 1968 (40E,reprocessed)",182,Boys,ECD079,Exterior Crowds 1,16,1,44100,2,187.76
696,07060017.wav,"Group of boys assembling, with speech, laughter and footsteps on gravel - 1968 (40E,reprocessed)",183,Boys,ECD079,Exterior Crowds 1,17,1,44100,2,188.54666666666665
697,07060018.wav,"Angry, jeering crowd - close perspective crowd with horse-drawn vehicle - 1972 (2C1, reprocessed)",229,Crowds: Exterior: Jeers,ECD079,Exterior Crowds 1,18,1,44100,2,234.52
698,07060019.wav,"Crowd shouting, screaming, laughing - close perspective - 1972 (2C1, reprocessed)",132,Crowds: Exterior: Laughter,ECD079,Exterior Crowds 1,19,1,44100,2,136.98666666666668
699,07060020.wav,"Small town market square - footsteps, voices, street sweeping, traffic (rec. Wisbech, Cambridge) - 1979 (2C6, reprocessed) (technical note - for use at low level)",246,Crowds: Exterior,ECD079,Exterior Crowds 1,20,1,44100,2,247.0
700,07061002.wav,"Crowds on Nyhavn Wharf, Copenhagen",292,Crowds: Exterior,ECD068,Scandinavia 2,2,1,44100,2,292.50666666666666
701,07061029.wav,Small Lap crowd herding reindeer,27,Finland,ECD068,Scandinavia 2,29,1,44100,2,26.96
702,07061099.wav,Germany - Tourist queueing at historical site,284,Germany: Crowds,ECD109,Germany - Atmospheres,7,1,44100,2,288.37333333333333
703,07062109.wav,Mixed crowd in hotel foyer - 1982 (1C28),300,Foyers,ECD088,Interiors - Various 1,16,1,44100,2,305.58666666666664
704,07063034.wav,"Wimbledon 1997 - Queue outside All England club, chatter, passing traffic",240,Crowds: Exterior: Chatter,ECD123,Wimbledon 1997,1,1,44100,2,245.12
705,07063035.wav,Wimbledon 1997 - Gate 3 - crowd let in & searched - taxis arriving,240,Crowds: Exterior: Chatter,ECD123,Wimbledon 1997,2,1,44100,2,243.26666666666668
706,07063037.wav,Wimbledon 1997 - General atmos. - wide perspective (recorded high from Broadcast Centre),240,Crowds: Exterior,ECD123,Wimbledon 1997,4,1,44100,2,243.30666666666667
707,07063038.wav,Wimbledon 1997 - Group of fans excited at seeing player.,60,Crowds: Exterior: Chatter,ECD123,Wimbledon 1997,5,1,44100,2,63.24
708,07063039.wav,"Wimbledon 1997 - The Large Screen - crowds watching Court One, some chatter",60,Crowds: Exterior: Chatter,ECD123,Wimbledon 1997,6,1,44100,2,240.26666666666668
709,07063040.wav,"Wimbledon 1997 - Gangway around Court one, some tennis heard.",240,Crowds: Exterior,ECD123,Wimbledon 1997,7,1,44100,2,243.30666666666667
710,07063044.wav,"Wimbledon 1997 - walkway between outside courts, tennis heard.",238,Crowds: Exterior,ECD123,Wimbledon 1997,11,1,44100,2,241.24
711,07063048.wav,"Wimbledon 1997 - Outdoor Bar - crowds, distant commentary (recorded on the tea lawn)",260,Bars,ECD123,Wimbledon 1997,15,1,44100,2,263.06666666666666
712,07063050.wav,"Wimbledon 1997 - Tea room, indoors with waiters.",253,Crowds: Interior: Chatter,ECD123,Wimbledon 1997,17,1,44100,2,256.24
713,07063051.wav,"Wimbledon 1997 - Spectators leaving, crowd atmosphere.",267,Crowds: Exterior,ECD123,Wimbledon 1997,18,1,44100,2,268.4533333333333
714,07063066.wav,"Cross channel ferry, passenger lounge - hum of engines, light chatter and the noise of rustling newspapers and teacups.",180,Crowds: Interior: Chatter,ECD124,France,1,1,44100,2,184.48
715,07063085.wav,"Tourist site near Perigord - tourists waiting to visit caves, recorded under trees in the rain.",120,Crowds: Exterior,ECD124,France,20,1,44100,2,123.10666666666667
716,07064031.wav,"Playhouse Theatre - large audience,English and French,chatter, close perspective, busy chatter - 1980 (1C60,reprocessed)",300,Crowds: Interior: Chatter,ECD087,Interiors - Theatres and Halls,1,1,44100,2,309.0933333333333
717,07064032.wav,"Playhouse Theatre - large audience,applause - 1980 (1C60,reprocessed)",9,Crowds: Interior: Applause,ECD087,Interiors - Theatres and Halls,2,1,44100,2,14.84
718,07064033.wav,"Laughter and applause - 1980 (1C60,reprocessed)",8,Crowds: Interior: Applause,ECD087,Interiors - Theatres and Halls,3,1,44100,2,13.626666666666667
719,07064034.wav,"Laughter - 1980 (1C60,reprocessed)",7,Crowds: Interior: Laughter,ECD087,Interiors - Theatres and Halls,4,1,44100,2,12.866666666666667
720,07064035.wav,"Laughter and applause - 1980 (1C60,reprocessed)",11,Crowds: Interior: Applause,ECD087,Interiors - Theatres and Halls,5,1,44100,2,17.373333333333335
721,07064036.wav,"Applause - 1980 (1C60,reprocessed)",8,Crowds: Interior: Applause,ECD087,Interiors - Theatres and Halls,6,1,44100,2,14.266666666666667
722,07064037.wav,"Applause - 1980 (1C60,reprocessed)",8,Crowds: Interior: Applause,ECD087,Interiors - Theatres and Halls,7,1,44100,2,13.8
723,07064040.wav,"Old Vic Theatre - large audience,applause at end of act, interval chatter - 1980 (1C13,reprocessed)",60,Crowds: Interior: Applause,ECD087,Interiors - Theatres and Halls,10,1,44100,2,66.49333333333334
727,07064044.wav,"Laughter - 1980 (1C13,reprocessed)",5,Crowds: Interior: Laughter,ECD087,Interiors - Theatres and Halls,14,1,44100,2,11.76
728,07064045.wav,"Final applause, audience leaves theatre - 1980 (1C13,reprocessed)",263,Crowds: Interior: Applause,ECD087,Interiors - Theatres and Halls,15,1,44100,2,269.3333333333333
729,07064048.wav,"Teenagers stamping, booing and whistling crowd in a stadium - May '1966 (63C,reprocessed)",113,Crowds: Interior: Boos,ECD087,Interiors - Theatres and Halls,18,1,44100,2,118.8
730,07064049.wav,"Applause at a Political Party Conference - 1982 (1C28,reprocessed)",14,Crowds: Interior: Applause,ECD087,Interiors - Theatres and Halls,19,1,44100,2,19.933333333333334
731,07064050.wav,"Applause at a Political Party Conference - 1982 (1C28,reprocessed)",8,Crowds: Interior: Applause,ECD087,Interiors - Theatres and Halls,20,1,44100,2,14.2
732,07064051.wav,"Applause at a Political Party Conference - 1982 (1C28,reprocessed)",10,Crowds: Interior: Applause,ECD087,Interiors - Theatres and Halls,21,1,44100,2,15.626666666666667
733,07064052.wav,"Applause at a Political Party Conference - 1982 (1C28,reprocessed)",10,Crowds: Interior: Applause,ECD087,Interiors - Theatres and Halls,22,1,44100,2,15.4
734,07064053.wav,"Applause at a Political Party Conference - 1982 (1C28,reprocessed)",16,Crowds: Interior: Applause,ECD087,Interiors - Theatres and Halls,23,1,44100,2,21.106666666666666
735,07064054.wav,"Applause at a Political Party Conference - 1982 (1C28,reprocessed)",17,Crowds: Interior: Applause,ECD087,Interiors - Theatres and Halls,24,1,44100,2,23.333333333333332
736,07064055.wav,"Applause from a small group of people - 1966 (63A,reprocessed)",10,Crowds: Interior: Applause,ECD087,Interiors - Theatres and Halls,25,1,44100,2,16.333333333333332
